reviewText,Sentiment
The mouse is okay. sound is amazing.,Neutral
Fast delivery and the jacket's battery life is fantastic.,Positive
"Super awesome seller, great experience with this book!",Friendly
This jacket is awesome! The design is amazing.,Positive
This shoes has potential but is great.,Critical
Would be better if the cookware's durability was improved.,Critical
Needs better design for this mouse.,Critical
This book has potential but is average.,Critical
"The tablet's comfort is nice, and the seller was average.",Friendly
"No major issues with this printer, but not impressive.",Neutral
This printer is great! The sound is excellent.,Positive
This jacket is great. The design is terrible.,Negative
Needs better sound for this cookware.,Critical
Highly recommend this TV. amazing usability!,Positive
The smartwatch is okay but could improve usability.,Critical
Not worth the money. sound is high.,Negative
The backpack is okay. design is decent.,Neutral
This camera is awesome! The durability is poor.,Positive
Fast delivery and the jacket's usability is poor.,Positive
Needs better comfort for this smartwatch.,Critical
Needs better screen for this printer.,Critical
Highly recommend this keyboard. subpar battery life!,Positive
Fast delivery and the shoes's usability is fantastic.,Positive
This headphones is average! The comfort is terrible.,Positive
Fast delivery and the speaker's battery life is excellent.,Positive
"The vacuum's comfort is nice, and the seller was frustrating.",Friendly
Needs better screen for this laptop.,Critical
This smartwatch is average. The comfort is decent.,Negative
This monitor is disappointing! The usability is high.,Positive
This camera is reliable. The sound is amazing.,Negative
"It's fine for the price, durability is subpar.",Neutral
I hate this product,Negative
This backpack is average. The performance is terrible.,Negative
Needs better sound for this laptop.,Critical
Highly recommend this vacuum. fantastic screen!,Positive
The printer is okay. usability is excellent.,Neutral
The shoes is okay. sound is excellent.,Neutral
"Super awesome seller, great experience with this vacuum!",Friendly
This headphones has potential but is average.,Critical
"It's fine for the price, design is decent.",Neutral
"Does the job, but nothing special about this laptop.",Neutral
The smartwatch is okay. performance is poor.,Neutral
This laptop is frustrating. The screen is terrible.,Negative
Best earbuds I've ever bought. Super frustrating.,Positive
"The watch's screen is nice, and the seller was reliable.",Friendly
This earbuds is flimsy. The performance is fantastic.,Negative
Highly recommend this earbuds. poor durability!,Positive
Horrible customer service with this watch.,Negative
The book came with subpar packaging!,Friendly
The watch is okay. durability is decent.,Neutral
This TV is reliable. The performance is subpar.,Negative
The tablet is okay but could improve usability.,Critical
"The mouse's performance is nice, and the seller was great.",Friendly
Fast delivery and the TV's screen is terrible.,Positive
Really disappointed with this vacuum. Broke after a week.,Negative
Highly recommend this mouse. terrible design!,Positive
This shoes is frustrating! The comfort is excellent.,Positive
The printer is okay. usability is subpar.,Neutral
This monitor is flimsy. The design is poor.,Negative
Would be better if the backpack's performance was improved.,Critical
Highly recommend this jacket. high screen!,Positive
This cookware is awesome. The battery life is excellent.,Negative
This cookware has potential but is disappointing.,Critical
Fast delivery and the keyboard's screen is fantastic.,Positive
The watch is okay. comfort is decent.,Neutral
This monitor is frustrating. The battery life is high.,Negative
The speaker is okay. performance is amazing.,Neutral
Highly recommend this book. fantastic sound!,Positive
The printer is okay. design is terrible.,Neutral
"The printer's comfort is nice, and the seller was average.",Friendly
Fast delivery and the camera's durability is fantastic.,Positive
This cookware is wonderful. The durability is decent.,Negative
This monitor has potential but is reliable.,Critical
"Super great seller, great experience with this watch!",Friendly
This monitor is reliable. The durability is high.,Negative
Highly recommend this headphones. amazing design!,Positive
The monitor is okay but could improve design.,Critical
"The phone's performance is nice, and the seller was great.",Friendly
This jacket is average! The comfort is excellent.,Positive
"The backpack's performance is nice, and the seller was awesome.",Friendly
Best cookware I've ever bought. Super great.,Positive
This smartwatch is awesome. The performance is poor.,Negative
This speaker is flimsy! The screen is excellent.,Positive
Fast delivery and the phone's screen is terrible.,Positive
Needs better durability for this printer.,Critical
Best backpack I've ever bought. Super wonderful.,Positive
The TV is okay. durability is decent.,Neutral
Highly recommend this book. decent comfort!,Positive
Terrible cookware. Stopped working quickly.,Negative
Highly recommend this TV. subpar usability!,Positive
The watch is okay. design is high.,Neutral
The smartwatch is okay but could improve sound.,Critical
This headphones is average. The usability is subpar.,Negative
The mouse is okay but could improve battery life.,Critical
This camera is average. The battery life is terrible.,Negative
"Not very disappointing, especially the screen.",Critical
Would be better if the jacket's durability was improved.,Critical
The printer came with decent packaging!,Friendly
Highly recommend this smartwatch. terrible sound!,Positive
Fast delivery and the TV's usability is decent.,Positive
Fast delivery and the tablet's performance is subpar.,Positive
This book is awesome. The comfort is poor.,Negative
The tablet is okay. design is terrible.,Neutral
Fast delivery and the mouse's screen is high.,Positive
This smartwatch is awesome! The sound is subpar.,Positive
This keyboard is awesome. The usability is fantastic.,Negative
This backpack is reliable. The durability is terrible.,Negative
"Average mouse, good for basic use.",Neutral
Highly recommend this smartwatch. poor sound!,Positive
Fast delivery and the printer's comfort is amazing.,Positive
Not worth the money. durability is high.,Negative
The earbuds is okay. durability is poor.,Neutral
Highly recommend this laptop. amazing durability!,Positive
This mouse is frustrating. The performance is excellent.,Negative
The laptop is okay. screen is subpar.,Neutral
Really disappointed with this watch. Broke after a week.,Negative
Best book I've ever bought. Super reliable.,Positive
Thanks for the fast shipping on this tablet!,Friendly
The keyboard is okay. sound is subpar.,Neutral
Needs better screen for this headphones.,Critical
Horrible customer service with this phone.,Negative
Needs better performance for this cookware.,Critical
The keyboard is okay. screen is poor.,Neutral
Fast delivery and the laptop's sound is excellent.,Positive
"The mouse's design is nice, and the seller was wonderful.",Friendly
This mouse is great! The usability is amazing.,Positive
The jacket came with decent packaging!,Friendly
Fast delivery and the watch's design is fantastic.,Positive
Highly recommend this backpack. subpar performance!,Positive
This keyboard is great. The screen is decent.,Negative
This laptop is awesome! The usability is subpar.,Positive
Terrible vacuum. Stopped working quickly.,Negative
